paivamaara,otsikko,tiivistelma,kuva
2019-10-16T08:31:08.000Z,Meksikossa ammuttiin kuoliaaksi 13 poliisia ja 14 siviiliä kahtena päivänä kahdessa osavaltiossa,Ainakin toisen väkivaltaisuuden tekijäksi epäillään vaikutusvaltaista huumekartellia.,https://img.ilcdn.fi/FGnfwkWtJjFVZa0wliTK5eSVga4=/510x318/top/img-s3.ilcdn.fi/ad6e0f87fbc022f292fe0546ee0fc380fcf5a8c6295702ad7195407c956baf3d.jpg
2019-10-16T08:47:36.000Z,"IS: Jari-Matti Latvalalla erimielisyyksiä verottajan kanssa, kyse jopa miljoonista euroista – Monacossa asuva rallitähti on tehnyt tuhtia tiliä",Jari-Matti Latvalalla on kiistaa Suomen verottajan kanssa.,https://img.ilcdn.fi/0CjB3KfDvFkDjEFnd40moggG9LM=/0x113:3000x1989/510x318/top/img-s3.ilcdn.fi/afebf6b047cd01609803e6aa5e764c953328f61fa50151a983abe093ba3ee3a0.jpg
2019-10-16T09:07:39.000Z,"Merja Larivaara avautui Me Naisissa rajusta työpaikkakiusaamisesta - nyt puhuu työkaveri:  Larivaara tuskastui, repi dramaattisesti hiuksiaan",Näyttelijä Merja Larivaara koki tulleensa Oulun kaupunginteatterissa työpaikkakiusatuksi. Teatterissa työskenneellä näyttelijällä on asiaan toisenlainen näkökulma.,https://img.ilcdn.fi/uwOtm4FIsFckrlG1numQ2PLNgao=/25x19:2491x1558/510x318/top/img-s3.ilcdn.fi/9cdc34dc8324929f99a0bdc78dd1b8c5f3666d14bc189097ffd9e004f090e360.jpg
2019-10-16T09:08:36.000Z,Onko SaiPan kurssi kääntymässä? Viime pelien maalipaikat ennakoivat tänään voittoa JYPistä,Keskiviikon pelipoiminta löytyy Liigasta. Kautensa vaisusti aloittanut SaiPa on viime otteluissaan esittänyt aiempaa positiivisempia otteita.,https://img.ilcdn.fi/6OOYpe5hcYNiY0SaXOc_HacIt1w=/510x318/top/img-s3.ilcdn.fi/41dd103353db210ae873a0267cc52c0e77449d66abf73a518d410547d3ed3bf0.jpg
2019-10-16T09:12:26.000Z,Uusi käyttötarkoitus lehtipuhaltimelle: Tytärpuoli sai pehmeää vauhtia keinussa Amerikassa,Tämä isäpuoli on varsinainen neropatti. ,https://img.ilcdn.fi/EXMkhG-nbw7RA-urWKExejTZJ9E=/510x318/top/img-s3.ilcdn.fi/64c82758898d0b22423708bcadcd10bffab28b3697c7a8a39024b1f7d8b6bd5a.jpg
2019-10-16T09:29:15.000Z,La Liga -tähdet kauhuissaan: 15 jalkapalloilijan kotiin murtauduttu – rikollisliiga vei Real Madrid -pelaajalta 100 000 euroa käteistä,Varkaat ovat iskeneet pelaajien koteihin otteluiden aikana.,https://img.ilcdn.fi/2cKvszdYIRxfqeo-DlAfu7GqIEg=/510x318/top/img-s3.ilcdn.fi/00015b16ebb26e54431ae59dcc2e310bcc2f64364c0312f5ef35f17daa1f2fe6.jpg
2019-10-16T09:38:53.000Z,"Tomi Björck otti ison riskin – pyydysti ja söi pallokalan, jonka myrkky tappaa ilman oikenlaista käsittelyä: ""Kyllä se vain jännittää"" ",Tomi Björckin uudessa tv-sarjassa seurataan huippukokin ajoittain vaarallistakin kuvausmatkaa Aasiassa. ,https://img.ilcdn.fi/IrEUqcpIG0trur3B6GC2tdL3-SE=/510x318/top/img-s3.ilcdn.fi/69a126d66931db13aa3ee654bb28ce5e4619a749806668704f2599c6caed0fde.jpg
2019-10-16T09:40:50.000Z,"Baltiassa hehkuu lähes +20 asteen lämpö, mutta Jäämereltä hyytää kylmää: Suomi on nalkissa kahden vyöhykkeen välissä","Loppuviikon aikana maan yli vaeltavat matalapaineet pitävät huolen siitä, että sadetta riittää niin räntä- kuin tihkumuodossakin.",https://img.ilcdn.fi/Ko6JbEc38rHluFs-abozmb6c8ng=/510x318/top/img-s3.ilcdn.fi/d781cfd2b757b6286bf6b02ef892d53f0d7f01ced393bac8f6d91721a533a6d8.jpg
2019-10-16T09:46:31.000Z,Näin keskeneräiseltä Helsingin uuden kauppakeskus Triplan edustalla vielä näyttää – avajaisiin alle vuorokausi,Triplan avajaisiin on enää hetki aikaa.,https://img.ilcdn.fi/TY7nkP3vVd56RkdNw9u6qNgMrR0=/510x318/top/img-s3.ilcdn.fi/bc446600587407342b36bc949c6161e4b2784abb900263cc449144e5215997d3.jpg
2019-10-16T09:56:30.000Z,Trump yritti saada surevat vanhemmat tapaamaan poikansa yliajajan - diplomaatin vaimo pakeni turman jälkeen kotimaahansa,Presidentti Donald Trumpin mukaan brittinuorukaisen kuoleman aiheuttanutta diplomaatin vaimoa ei luovuteta Britanniaan oikeudenkäyntiä varten.,https://img.ilcdn.fi/JuPT9zm1Wjbn9DtuQsYo3hxN4c0=/510x318/top/img-s3.ilcdn.fi/829bd0b58c646f5dbf916dc68dc62f1a459b4aa8398087611683870c0f13b410.jpg
